network,address,milkyway_milk_balance,milkyway_milk_staking,osmosis_milk_balance,bsc_milk_balance
milkyway,milk17yktjgfqly6vpaur8ce00ctvalng8mesv700re,3338186,0,0,0
milkyway,milk17ylamt5y590kl6zaenwfd4427ya8sln8002gp5,181852000,0,0,0
milkyway,milk17ylmph9aafldht7flvxvnrhcec0sdt4d8m09cr,520280,0,0,0
milkyway,milk17yn75upvprvwqetsafpgfe8x280z6ucp95mgtg,1346296,0,0,0
milkyway,milk17ypapytvtq7km7legahelzg7xsgtfsjqhet54m,3186000,0,0,0
milkyway,milk17yrsz22kjc973ypfuwh6mz3r4yelmcym04w3lf,10100000,0,0,0
milkyway,milk17ywj05m5zr6vh96swqrpr8vft7gzhalzsnle4j,0,0,0,0
milkyway,milk17z0pyxwlj2yc2swh4qlwygcyjs3ee8hlp99pmp,22188000,0,0,0
milkyway,milk17z0ymrlv0v7y7msxleld23vfucseq2gfxhv3gr,97897,0,0,0
milkyway,milk17z66m5kmgq43aqvkruap90e7vcgzt4v9vjw8ac,1563424,0,0,0
milkyway,milk17z7476yel3yk42awwpn0f6fxex36xnq9m3z7e9,905637999,0,0,0
milkyway,milk17z7rvu48w9508gnpl82uwflzxnj6cdlpnmsccu,462000,0,0,0
milkyway,milk17zcpn6fjgy7d8ajue2xkcyfzucxskvtqgtlhcj,1173477,0,0,0
milkyway,milk17zgrst003mvwapus0n6k668cnwdrqxu93pce9x,0,0,0,0
milkyway,milk17zhcqtqec8w3karvzw84dlaycar6g55hfx3tc8,3018000,0,0,0
milkyway,milk17zj2gwh6k3epn0wlq52yek9u39ldjkska957jn,45323978,0,0,0
milkyway,milk17zk3sjmpqu2hmjkuhfcpv29xfs2tchgh4tledn,17460996,0,0,0
milkyway,milk17zl64anzay9vzvyw5tzffgnnd42jjh2982mflf,1049408,0,0,0
milkyway,milk17zljy24rztxatl8sc4j4krmckgwlj4j2rk5yk5,4070952,0,0,0
milkyway,milk17zn99kzl8fpf67xn3nd7rcgjpxy4z7vkgpjkk9,1488070,0,0,0
milkyway,milk17znfd9mvtcepjhjadvfy0c2qvd6qjcrff6ddvt,2900000,0,0,0
milkyway,milk17znpwawd4hfvz97vmmnvas2jkyc28myerrk92r,96421,0,0,0
milkyway,milk17zp88amw6nt7a4kvkg5yd6qkxtw75l5t8r9ehe,656183,0,0,0
milkyway,milk17zpqnwvf27yajngxun4yxerqk49f3z69xers20,0,0,0,0
milkyway,milk17zq3su7vuepug0araumvmvzdv8j425vraerxjm,4341094,0,0,0
milkyway,milk17zq3y0h7jrrmc756vj9rz7l7cctv6j86qlywz2,30473742,0,0,0
milkyway,milk17zqdewt4zpmgz8d4n0t54sh46cpq2hn538wlsp,7169921,0,0,0
milkyway,milk17zqfwk8cucgwrf32tcadx7w0ahzmnrfajlduej,66684971,0,0,0
milkyway,milk17zqn4rs7kjud29kz3anr63ruxr4y00axphs7cm,0,0,0,0
milkyway,milk17zrhv4aa5ygfu4dr88ln3s9mz8agf7d720p95p,62416000,0,0,0
milkyway,milk17zsgvp50uhnmwyu3vj0xhfstwsfu48ma95rrwr,56217707,0,0,0
milkyway,milk17zt9k5xq97hpf2sfvm50pvudqc2htu9qsye7vz,124877,0,0,0
milkyway,milk17ztwjh2dvm5xl4agas9dkf6cyajxw97kg2fsce,0,0,0,0
milkyway,milk17zua32v5ex8hyaxaxmxcydzw47rc50zzn63awh,372998622,0,0,0
milkyway,milk17zv9frknwck3vy7tlkke8cavvqxk453c5ur9fz,5452000,0,0,0
milkyway,milk17zwehz68aq54cldxwmzclerqdjp742kc2hafz9,0,0,0,0
milkyway,milk17zys6zxtatzaf0xl9v0lddm6h0urhvww63vpdd,0,0,0,0
milkyway,milk18008m8ahld2hwt7sxunyahtu5gvf0a7tq8z9nz,0,0,0,0
milkyway,milk1802qk6y02af8jd5ucdqzrqrrt9m08xfq60cr5u,16436000,0,0,0
milkyway,milk18068shaz6grcc6mwplyu4clwcxd03u8hyqf6ek,0,0,0,0
milkyway,milk1806mxxyeme4de5mlzve8dl0q673h92w3eaq4qq,1024909,0,0,0
milkyway,milk1806nugajg5lajzfpwr6aycssj24pdc2fe0fqle,338126970,0,0,0
milkyway,milk18070u7eracl5qlud4zj3dp595ay9uq6ztrw230,7224000,0,0,0
milkyway,milk1808959d3gx3h5dpe4mx9hl6vehme3ahwv0p23w,3540077936,0,0,0
milkyway,milk1808hdc3h2rugmlllx4ft2e7y20tvqz5h2yjuay,14203999,0,0,0
milkyway,milk1809m35rmtyjef6l0g6ehka4vq3z0nphxg7cy83,131832000,0,0,0
milkyway,milk180a4je3aa0aafe7ax08cxxjzff7ehsafuh7a7v,13268000,0,0,0
milkyway,milk180alv7t8s9nfjx9j5x9na6r6xlwj77fqhjncdq,8134000,0,0,0
milkyway,milk180cq4ztc333jplmu4t8kw8shmjxw2y7wcd866j,14718966,0,0,0
milkyway,milk180l2hqtgmn7vfa4cn40nlg5lxk555usue44las,694893491,0,0,0
milkyway,milk180l5y8h6ygc96tqe3yeejltxcm3rst4z8n2h3k,6438406,0,0,0
milkyway,milk180pax67d8keczp9hfcja8z4dm3s0ed246fdlxs,996227,0,0,0
milkyway,milk180pd67vvtwxx48fjqg3kxv2ge6u02lhcjk5t6y,215781408,0,0,0
milkyway,milk180qhgwdjtqaav5f70du33nu6seasu2tzr83da5,9532450,0,0,0
milkyway,milk180rsngl07exjk4rd2qvz93p3gaateupr2200em,5605409,0,0,0
milkyway,milk180syr5vyx9xmxutdrqf7a3qa2uwn4dkp6zgj2u,14941999,0,0,0
milkyway,milk180u2pakfaczrurlw89wgmqr9qv7mt6q4cm5mgt,1331218,0,0,0
milkyway,milk180vgt76qnw8sdytndskjfgpykj90z58px3f5c3,0,0,0,0
milkyway,milk180zqkhtt20gx5rw96w6qrugurznvwzy8kz6axa,2162000,0,0,0
milkyway,milk180zqlr8h300shpekdtssxq2y9yz2x0s8gngdp2,58321859,0,0,0
milkyway,milk18229c45qq7qws6fk6w2ksz4w97r5wuyqgekx9x,663956,0,0,0
milkyway,milk1822jz5r82mxt708gnqc4rmkpzc9yu4n4zlfam9,178997314,0,0,0
milkyway,milk18232aj7722efcgmdve4w32clwg99lffvxjj4kd,15574,0,0,0
milkyway,milk1823v4rrxyfwlyu3laxcqn8f46putq4zvy39gej,636064634,0,0,0
milkyway,milk1824sm0w2d8yyqflsdjrggwf5rcsye70qzp5y4d,236184000,0,0,0
milkyway,milk1825j30a50nm8n35hsktuk4ulzr2psankgk3ww3,3062000,0,0,0
milkyway,milk1825t22vx3pug82ma77pr0mmf5tqdyhnceqex2v,78974,0,0,0
milkyway,milk1827lfd8zc667tqs9wt3gvgp6ml3j88f93766eh,1330105,0,0,0
milkyway,milk1827ls3myxq0hlmqp8jwm8nyxce2hzgmjelclyv,12302000,0,0,0
milkyway,milk1828wnggtu5d5unn49qll0sg8pamumc8g3vj6lq,518,0,0,0
milkyway,milk182a34gzmac57s6sqj2fhda2j3gvwrk5p8znu8g,12930797,0,0,0
milkyway,milk182aje7ks6uq8j7fjrr0vver4lm0sjucekkalz5,4476000,0,0,0
milkyway,milk182j2k09kyaa2t6zw030yvurpwjnrc7clksz2tu,9274000,0,0,0
milkyway,milk182kj4nfpr92nfee8z2u6zvm6f63hhc2m2xuez8,14405999,0,0,0
milkyway,milk182ktuwfmkw0ka52znck32z8fhuv8ehumrua885,1248434,0,0,0
milkyway,milk182l3d0qu6arwn5auaay85e4gursrlvfj4qlrd4,295,0,0,0
milkyway,milk182slnskd7jl7yx9jv0v7alknj9e6vcv96tg9za,6822167,0,0,0
milkyway,milk182tj7nd2an2vfyfwq99lrjkpcek0l8qfqw9t5c,128897495,0,0,0
milkyway,milk182x45hyjjes5cxs540lq98zd3z55tl4nzyvfgx,1445915,0,0,0
milkyway,milk182x8drh5myncdawj435gdujymlx0ce3p3pu7r6,0,0,0,0
milkyway,milk182y27eywyfejhhxnmh8gmw3h0erdd0dyuw9jy9,298889981,0,0,0
milkyway,milk182zu5vh0r3c9h237ggsl7qp5xp578yf70524gg,1187857,0,0,0
milkyway,milk18303urz3gss33khreqn60f8zxcleppg500r5p9,44116000,0,0,0
milkyway,milk1830t3j30ja5f53h3jgnzjcy8vesa8wmekujdgm,348484714,0,0,0
milkyway,milk183290t0dva4e3kc9fqu2jhk6y52vkqzmp5xgdw,0,0,0,0
milkyway,milk1833udq9rvj0xe79mupqyk80cxyfn2qqsm3cesp,1185228072,0,0,0
milkyway,milk1834mehzeyx0z00qrx2r3hfz0f2zlrhgvf877w7,1425,0,0,0
milkyway,milk1835js7p3x4jkv620g0zjmz0m3kmfke7w9n74z6,460251,0,0,0
milkyway,milk1835q86vmqtnvw0vqt0jmu73qm7eavjw3dpy9qg,125719683,0,0,0
milkyway,milk1837mlufuc8qxeu67g8zr2nfra2xhf45gtlpa5u,0,0,0,0
milkyway,milk1838q6c58dqzkym4a4axp345sp8sxjc09kgwznk,63799128,0,0,0
milkyway,milk183azd46usagz0fwplul0sz98cc23hul6xmu0nh,1125126776406,0,0,0
milkyway,milk183edtng44aq40pzfwjv0vwyamp5egadtp2mnvt,3521786,0,0,0
milkyway,milk183f696cpvmgw08k9kh86f0v05qgz7mkur7w7ja,6831999,0,0,0
milkyway,milk183hfv2q58zgv8fs5tvf022qucd2jdvdkjj5gng,25887753,0,0,0
milkyway,milk183hgx2gwlptnlj3m7mtrce923n77k8gt33fhhd,3226799,0,0,0
milkyway,milk183hwhk7r3n4smtuxvvw2sv3xuuw574klfjtmmu,26870000,0,0,0
milkyway,milk183k7gyus4p4kzeug88jlwqd0s3c4t6avlc9l7p,791956,0,0,0
milkyway,milk183kkpe4gjnpmv029empnsf4qlr3mfguluwzk0u,2222000,0,0,0
milkyway,milk183kqex6flgy5z97aczhc243j2g2fyr97fc8n9k,66720000,0,0,0
milkyway,milk183l0m2rcma45a9nd5jy2sy02lrkhm7cxaxyaqh,480742,0,0,0
milkyway,milk183lgzsfu2pja5zduuqtnf3hqm3qclw2hxfsur2,2683999,0,0,0
milkyway,milk183m8qfwp7fm7q79xp038c02rfh6y7juk4xn3kp,0,0,0,0
milkyway,milk183m9sj4adkfg0kzsx2t98lwwgulag679ufjsmq,10076000,0,0,0
milkyway,milk183nnun3xl7amzskn3apmnx7h6gwr427cjqkm8z,4650955,0,0,0
milkyway,milk183spsaj6qv6uf0qlv7feezzj9fqfchrrwmzze4,113335,0,0,0
milkyway,milk183xh7f4umya7prz7v90z7lzq6g48wgeu75qcyc,448,0,0,0
milkyway,milk183y9thws7fq6zss8mlzq0mch6vmmyqj0da4c5w,0,0,0,0
milkyway,milk183yyzcfrtpvzx6zswhv4emmc4wggvmgfj5jeeu,42853938,0,0,0
milkyway,milk1840dj7y9yrhheqgaj9999d96m3dx92jakhrc60,67296000,0,0,0
milkyway,milk1843ut2qfeyvc0h8n080vhks92jcwsq3kcnpupc,22631999,0,0,0
milkyway,milk1844d9z59zehts0g7r7kfxp0wv7awr9kur03ps5,94889,0,0,0
milkyway,milk1845re04dvzhtsjvcckgcc6zja52jwzs77gxrdr,7488000,0,0,0
milkyway,milk1847hn6cpy30rkskyj434ap5kuytu79dh5fyuzq,728495,0,0,0
milkyway,milk184cpg40jfw9eqh3wmced7l6jw9659es8sut5gs,2747513,0,0,0
milkyway,milk184cutknnwayja736c5y82upjtuf5jvh0tayjgx,0,0,0,0
milkyway,milk184d9ry26djzzm4lgdffw9wnum926fauyu93tqx,217223228,0,0,0
milkyway,milk184j4pyag87ckccvnu9lz5mc2esu6vylq2app5t,3114000,0,0,0
milkyway,milk184j6tlkw5a8554djt80yfxak24ejf2j54gzvnw,7500,0,0,0
milkyway,milk184kn4ech9fkr625y6523ztrjfkeu43l3k5tuz0,65703999,0,0,0
milkyway,milk184myhe67usvmlwsfnaffrvzukhxhcvth2nppdd,24478000,0,0,0
milkyway,milk184nc7w5p8d04u7l3f7sgtupn2p75yqw85t9yae,0,0,0,0
milkyway,milk184p2gkyhl0mc8x4nvvrrzqzzdz0st2gy5kh55c,10015999,0,0,0
milkyway,milk184p77ttq055e078k495s7dxwxhc4fk7vttpces,3879776,0,0,0
milkyway,milk184p7xvqvq09mgpaxqc6hf0l4e07334j5v648uj,17220000,0,0,0
milkyway,milk184pqgu54w8vu0vnnhyl3rlacyega2xyuan6dfn,0,0,0,0
milkyway,milk184q4jj20znp3lnmwpqf93g95jptudlafmqfy9u,2061420,0,0,0
milkyway,milk184q7nvpfp85e4acf8k979lar0893jmexutku44,84941,0,0,0
milkyway,milk184wgfl5jy650nadjkf568evxqmyz595hvt9fny,442,0,0,0
milkyway,milk184yujgmftl8zst0vd7kq9wutd3ngpq45tylyys,54810078,0,0,0
milkyway,milk184zm6tug27h386y3fajgn39lf9keslstqnas6c,5808989,0,0,0
milkyway,milk1850st47g3wklyrx8enaut806ghzyr447wrh4z2,185781,0,0,0
milkyway,milk1852980pn5d9wkjr7m5r5ucaf8h5c86vs35ku42,5480538,0,0,0
milkyway,milk1854ctl9sxw4pqqccfzeyqvz5005h4k04876d2t,12543478,0,0,0
milkyway,milk185avuv6xh5a4mcjfnfd4f8u724zlflwm64e4vl,99388308,0,0,0
milkyway,milk185cxun6f6t2qjt8yanuw2fpvsy36d52ru2qlf6,1053335188,0,0,0
milkyway,milk185f2rp7l0qckehdjcsmlsgcnu3auemltx7e2fg,12637220,0,0,0
milkyway,milk185g9d279pfwkjklwazmel9dnwudpy9jekp7rue,348475713,0,0,0
milkyway,milk185gxmasl24rzcdhtlv9f5ud49yy2trffuekyau,570009,0,0,0
milkyway,milk185ncf3m34dm4aqu9grsm4v80mlz07t7c85tq0t,513,0,0,0
milkyway,milk185p6x2xvclccwr9jvc9qgtysjlfhl787yhrkce,9152000,0,0,0
milkyway,milk185psnvh98y8g8vz6hstyxgrxh7xjql2v5fxz8l,30183999,0,0,0
milkyway,milk185r5d95dwhq4xs06wslllwp7kdsycwjqtsczz8,75356786,0,0,0
milkyway,milk185se5vq5md3wvrfezp05zk5z32pfk09dy0xwkq,69572943,0,0,0
milkyway,milk185svu5mzamk24uvt5u8nvpl840cnl53yclvr2e,971709275,0,0,0
milkyway,milk185u3d3pz52umh40hwp2xnna9kdhy8kugu9uhy9,10000100,0,0,0
milkyway,milk185y3kyfq3ygr826qeva80hn27j9gkg6lm57twa,31507999,0,0,0
milkyway,milk185y4xthmt0k94l0tzzdydg8cce3xuvwvcpek2j,44201,0,0,0
milkyway,milk185yum8q82thhn385d2anfk9ydpa4c4c3rqg9lm,397132000,0,0,0
milkyway,milk185zcsm5x5r78jn2wt2au7m2ygyt45gh5majx6k,598125,0,0,0
milkyway,milk1860m9xh0wr6k4zj6nxk2c9dvp588c7fyrvzpqh,370316000,0,0,0
milkyway,milk1862h27vxx95ek9t6zzuch9t6hzlt6rp50qxmtw,346450096,0,0,0
milkyway,milk1863gke8zjphzgnke923dtrg99ex5gll57rz42y,348484697,0,0,0
milkyway,milk1865akmqlwpval8qxyzl7m8uj45dsdeyexjjqfm,40214,0,0,0
milkyway,milk1865tacm6vc32ax7j2584wke39n4fk7wglqrza5,1807633335,0,0,0
milkyway,milk1866k8p9vt0gzwe4qkpctd9k2yuxt5sgauffyuk,2903512,0,0,0
milkyway,milk1867mhe8vd0s9hpdlee6pdzye9warzqjx6qdh35,0,0,0,0
milkyway,milk18689qutalxrf5c8ha4fwhntumygk7tjdf3j4r4,20238,0,0,0
milkyway,milk1869dmn3tevmjmu60eh4tccvqn800ha9gw2pgx3,10913075,0,0,0
milkyway,milk186a6nvn0renjmx90fgnvztkvygu9xf9akfdqh2,12781637,0,0,0
milkyway,milk186djykw98c9wexatn960dhddquxp6sacac3sqe,0,0,0,0
milkyway,milk186eugtr2se2xyxah4yjx3vgvaxukcgs75fp73s,8662000,0,0,0
milkyway,milk186m704l3djuwt0uv4fltz0wdf2ehgxcur3r7gn,1323385740,0,0,0
milkyway,milk186p28kwsjf0t5kguj0tvzt40hc7yx8t066xy9m,6995999,0,0,0
milkyway,milk186pk740guv0mr36dtvny667sa22nyhxq7k02dw,8630000,0,0,0
milkyway,milk186pwzksfv4maqfmaguhk36ezet6ympw8h97elu,0,0,0,0
milkyway,milk186qv28vg8pp33dkytrw0gv93w93nm68ntrfyfs,752234,0,0,0
milkyway,milk186sjlh9vc93cy8eesaq7q0q9wkn3zjamwhngat,24969678,0,0,0
milkyway,milk186t2ye2fykgshya0k64m2g7fxhdvqprxl3xh0q,7318000,0,0,0
milkyway,milk186teqy8kq8x6s2l3jtgzva3m2her2f30nh4e0w,0,0,0,0
milkyway,milk186u55s8mdyfsdphw4wp5srdma3d28f85cl23ph,260929384,0,0,0
milkyway,milk186v0egkd8wmvh7e94m5rpe9n7n2x39j7u3mgzd,346495125,0,0,0
milkyway,milk186vs8waq9arzk3xyaz0f7k6fzma223mzgu6z43,3650000,0,0,0
milkyway,milk186wdl0uva7y83djdrquk2gxkm69a78pye5ryu0,7926258,0,0,0
milkyway,milk186wkcuk89a4ur66wtr0yvuc8d2yr2s33h9gcy8,4967305,0,0,0
milkyway,milk186y72hrwjxg0xhxamq5ecfrvm7l4k45443pjsk,11841875,0,0,0
milkyway,milk186zrp5h2mj5x0g4wsf7zgzfx9seuz6kj8w5hcw,0,0,0,0
milkyway,milk1873ahk4x9hxu7sr535rs84xlff6as3tfwqqcpn,0,0,0,0
milkyway,milk1874j0f9c3cy442cca49dr54lyc9kf4uksqgmer,0,0,0,0
milkyway,milk1875900vzcle9jz0p0nn9qnw5fhucu2xvpkl5ns,12178725,0,0,0
milkyway,milk1876wlx72ntv2krthumz50ms9fvnmfd2xg5x694,750349250,0,0,0
milkyway,milk18788p5dv4uqtc7z660u9wq0y66nvvldu82h30q,20155,0,0,0
milkyway,milk1879wsjy7hu3fpgde5wmanvcqd76lqwfljmh6j7,225,0,0,0
milkyway,milk187a2y0d0xzkpa33l8dz3u3wlhkyfyflmfqh3rn,100552055,0,0,0
milkyway,milk187dcwzfrndd672wvj2kc663geg407q6vc2arut,105218757,0,0,0
milkyway,milk187eansrxjgh6lpwl0t32mu5n2g0us9q3e66slt,14536000,0,0,0
milkyway,milk187gjqyrdp4spqf7dp2w50lqwn4c2n24sdstcx8,25513999,0,0,0
milkyway,milk187k88cs0l5uz5426krjz8cu0mmjlnvkecxclws,654019414,0,0,0
milkyway,milk187pt4ljs0nthjyn5kdht3ns7awaumkgmmtd5p0,0,0,0,0
milkyway,milk187qj34y4q8mjtmkmxkvx5llj7p8qzwd83hf6ru,96416,0,0,0
milkyway,milk187t0e772ryxrpxhaxa7njwgsvz4gznxfwr0m9a,187,0,0,0
milkyway,milk187thr9arf5x534wflgwuvtrg24xexw4x59geaa,150000000,0,0,0
milkyway,milk187ut245hsmc9xv2844aaz06kcjrecc0fknq53g,1141726971,0,0,0
milkyway,milk187xl4565cptgp5wcr53qxk8cuhhj9je78j5wwz,7978000,0,0,0
milkyway,milk187zcnh793d8rkeswjpjgmtgechwz3pm033z0gz,2023,0,0,0
milkyway,milk1880fk388md8c5a8hne3x8kuqu43tzwta6y45fu,461176,0,0,0
milkyway,milk1880ljypj6n796hcafhpstzgfs8t3vr3mcpuw0z,8260000,0,0,0
milkyway,milk1885s2eqnfw0pmvpwv0s0jw2y64sjym3ee5fhrr,16460710,0,0,0
milkyway,milk1887ux2xhuvqm90uxte44wru5mrmjzcge3k8kz8,34592000,0,0,0
milkyway,milk1888enyed9k7u3465pkykjejyyadlk3ujy2hlss,468931999,0,0,0
milkyway,milk18897k8vw98jn05qcx42zfvd345ugxvrsfevdth,134007,0,0,0
milkyway,milk188ayu6nzspchcztd0zn5edyyydtpwwwu55kme2,0,0,0,0
milkyway,milk188drfzqzxptxuxqu3xfxp23nm2ur0vzcmsyfjy,443,0,0,0
milkyway,milk188dvtvel0xjnfw35eh4xry67vhf8vjme2zzkdm,0,0,0,0
milkyway,milk188grd6dy7apnptp6lxkd8l3uwax0zk48fjksrp,7224000,0,0,0
milkyway,milk188hhqma5rp2gahqmpuqshtweenkxzfcuuwg5f2,938310,0,0,0
milkyway,milk188ky748r34euh8dnrgv4k82fyztan2vu0svvgr,2453999,0,0,0
milkyway,milk188pc4h29ht6rwxvyuffqntgaev88njzpfx6s6x,8808000,0,0,0
milkyway,milk188r20educyfd4qch3k0fnh8tgcns5nnvhr4xas,0,0,0,0
milkyway,milk188tl96x8dgxpyw5sjpae0fta57pcvk2wm3gt2g,18373238,0,0,0
milkyway,milk188ukrktzkj0ahx9vfq29k4hgpqgfvdy8ef8wzg,9275112,0,0,0
milkyway,milk188z6ruertp4uxp4p64emj6prhlv33z337vmskg,514,0,0,0
milkyway,milk189075cger80jtvaq2lhm2k777w0tej53x4k8kd,4314995,0,0,0
milkyway,milk1890u5p2wqqntjm9qt22j63dr8ltx52chrywn4h,5369785,0,0,0
milkyway,milk1892hghux08sza0qu9zlatlf4p6y95qrxr2l5v0,1000000,0,0,0
milkyway,milk18943llcg9phuutxg6kf5258mkr6mkafj55mp8f,3688706,0,0,0
milkyway,milk18967x3cs5xmygf65zmc7a633s5dazamun78l82,339955,0,0,0
milkyway,milk1896kjlanfz5xgp3xmrxsdkxvap0yswptntmrtz,3338297,0,0,0
milkyway,milk189azdtztv55fyymewp7urlqvvjeysu75a4eezp,10208,0,0,0
milkyway,milk189cqwck5f4zhpz2cxus4lgwfszn8hxa37nwygl,0,0,0,0
milkyway,milk189dyfl6mnweuzugm44f29fkylnasjrlf9svhsx,10382370,0,0,0
milkyway,milk189e7fjpmm9zmt0qflu7e56x6ckfp7rm885tldf,4418000,0,0,0
milkyway,milk189ekly0mmvkuq87wr05zpcj7493jupcf2929nz,0,0,0,0
milkyway,milk189el3722gd32rqauk0ru630cfneqq4ev72he88,1783694,0,0,0
milkyway,milk189etpaspgn2um9h3za6g4s7kgfwdpe66fa9pya,7186482,0,0,0
milkyway,milk189fpyjlpne9hh4qyv3kzh4x0sl8yhvdmqpascq,263962947,0,0,0
milkyway,milk189g9war7xmrl68g4rxjgafjl0e99jnh9t9jn0u,2662000,0,0,0
milkyway,milk189hkunnpjlh70w2n6p39mk6fvphjuts450rfwg,28940369,0,0,0
milkyway,milk189q2wccqznj32h2089mmhqyeese37c482w33fm,513,0,0,0
milkyway,milk189rqwnpz3un7mfxx39qa5y6849smvsyz3r03ku,775,0,0,0
milkyway,milk189rutzntm6e555qh0f38s9klkkh5e30cv89rj3,781660,0,0,0
milkyway,milk189vmrcqwaus996sma6mltx0qjhkxp5rnn3nf4d,513,0,0,0
milkyway,milk189wvnwcyt9c9jgk3l3d946cq9w420pczacdn99,3166000,0,0,0
milkyway,milk189yj8kqm3q4gvd67kc98gkl9gplnqarx5clrhn,413393,0,0,0
milkyway,milk18a6aqwqmm2ltfjkh4w8ya0z5yx5grra3dgt49a,6468000,0,0,0
milkyway,milk18a6kz5e638qjvasg5w50rqg92z6ye66vq8xvjx,5455097,0,0,0
milkyway,milk18a8hhcajsy2kp6c6gne4nshsw3lq48pnrerjzv,350026000,0,0,0
milkyway,milk18aa8476k2kxz7n96sph5fu4r5fua9z900u5aac,0,0,0,0
milkyway,milk18ac0lteu87wrry6c0zgel0djsqu22508t2ap72,37351311,0,0,0
milkyway,milk18ac5d8vmrvv89h0wtaj4zfdl6m400rp8ryxqs2,8447660,0,0,0
milkyway,milk18afav0gn0gdphcnjlnxxk9mdurga58htwctdlr,1628119457,0,0,0
milkyway,milk18afejur6a67y5jglg8jxllxt788z9ym7xg3luq,19820866,0,0,0
milkyway,milk18afwm6jms4g27kugv5xxe6v6h204amfee6n94v,29470000,0,0,0
milkyway,milk18agy4slwfkp7e9alsf4z7m3gqeatq0nrguj3ta,622377713,0,0,0
milkyway,milk18ah5cjngglgxppum0tk9nhdapg9ua8efk6yxt7,348498197,0,0,0
milkyway,milk18ak0rkmz3wpywc24lyp5j26h6htkz264y3g5um,3540059936,0,0,0
milkyway,milk18ak4jffz53lq6sdrmxhtq6ak4frurng8n3n23n,3470000,0,0,0
milkyway,milk18akz220rmlnl7x7jxknmqqlkztw3jryqnhfz48,8090000,0,0,0
milkyway,milk18al49jkekjkuf05tzgsvask4yep3p0qvef7fs0,139953,0,0,0
milkyway,milk18alk32lmprt9zeh2yry7h2lq5qfzx3d6806evs,562797529,0,0,0
milkyway,milk18alzqq90z485rfl2mmjr2xy79hhu4xt235ys8u,3795,0,0,0
milkyway,milk18aphv3d3rrtncyfqufu45wyaahpju5ma0clzak,39727999,0,0,0
milkyway,milk18aprs8ywf6tushjxmx5jgg2gkk465nnkw2hk9t,985472,0,0,0
milkyway,milk18apwxna5v04f6wmhkdwcy2mz2l3zwhgl64l60z,1919698,0,0,0
milkyway,milk18atpyft2yjeah20l4lep053kw34dlkrlv5slcd,8207,0,0,0
milkyway,milk18aw2e2r0mmq00cqz5vvxdtth62zl3rjqaxa5ps,6249329,0,0,0
milkyway,milk18c0grhdx96lw2u5t9qchl390n5weu9zntpnf9d,519,0,0,0
milkyway,milk18c2fdklausvqmsp7gavnv27jhdmh5cxu3vgnxc,0,0,0,0
milkyway,milk18c2zx8drrh0s4nzxtaeytjv8k0h0ydawncun4m,771566175,0,0,0
milkyway,milk18c3uvjta9m9n6ydhz5fy36ufa6y36qtjwch0zj,575868,0,0,0
milkyway,milk18c4kqvkvcss4xdys65azk9c3up6aya9ewd2p68,0,0,0,0
milkyway,milk18c7sc3jkwn4xyk7kupjd2syky50msnlq28fups,0,0,0,0
milkyway,milk18c86cm7qtwaag283h2rd73emxjgqh60k3euh3w,684786,0,0,0
milkyway,milk18cam80nunrngxpk7yf80wddaa0dhqtr2u2mv5e,513031425,0,0,0
milkyway,milk18cdtqhq69xwajc8e3uet0kx0d74ndh4x0erne3,5626663,0,0,0
milkyway,milk18ceq0fzn49hp6cjnd2jlvp5yt3nfhmvztn25cy,150,0,0,0
milkyway,milk18cflevw6mdn3hj5le8zmu5m07xv9xvujlhezx9,145092,0,0,0
milkyway,milk18chy8ajcttmp9c3wn0twwtxkzqv4u7anndldy8,0,0,0,0
milkyway,milk18ckjkml8aed9glnmt4lgstv45x084s98espwzr,4889246,0,0,0
milkyway,milk18ckq398lxpqe2n8uqmv3kapzkzwz8kalujhsfg,196012,0,0,0
milkyway,milk18cm8xeg5flxl860c6y0tym3f0de8prqf9q0cpa,3183999,0,0,0
milkyway,milk18cmmz5lrfhuzgzk2uj8akx654lggl37sa5jgdd,19955785,0,0,0
milkyway,milk18cnz4e5v2z6kgdxmkkht8lkwmtp8fg83fsn4vq,996524,0,0,0
milkyway,milk18ctkm270f2htrxsjrp7ktusln6x7t27ekcqf7q,12123999,0,0,0
milkyway,milk18cv84h5me5x88szrcv0d704j4rk7q67watj505,10095999,0,0,0
milkyway,milk18cv8nz9yssghp8sqeu9a8ar6lraftts2ufty24,0,0,0,0
milkyway,milk18cx6wcvnpu6jgpzat6mhv7h2yex9aezdwmsque,5434000,0,0,0
milkyway,milk18cz2ecfhcgp2zdzw88xfpvv4pndg00vwzhhhu9,201150,0,0,0
milkyway,milk18d0vx8ahyv8tg2lfaf6rxggelu3qmgheq9jp8q,3602000,0,0,0
milkyway,milk18d2lhhzy5r4lx2999jrzjcn9p3j0yekuhwm0kl,159699590,0,0,0
milkyway,milk18d2wd9ds2xj8hf4lkacsdlkzf6wjczs0kve0a7,0,0,0,0
milkyway,milk18d5qjxlrcvh823hesdjnh9nuqqshk6qs5c43jm,21890754,0,0,0
milkyway,milk18d6zvmew6ek78vhvn3y2zxn99xc2qpja0kyysp,1195,0,0,0
milkyway,milk18d8lzp97hrm7fshglluv38hayc0u6ekdvuwsvu,96642,0,0,0
milkyway,milk18d8pfn5p6e8689yjsn9man6277lzqen26y3tj5,106781999,0,0,0
